sigungu_cd,bjdong_cd,sido,sigungu,gu,dong,full_nm,categories
11650,10900,서울특별시,서초구,,내곡동,서울특별시 서초구 내곡동,연구개발
11650,10700,서울특별시,서초구,,반포동,서울특별시 서초구 반포동,연구개발
11650,10100,서울특별시,서초구,,방배동,서울특별시 서초구 방배동,연구개발
11650,10800,서울특별시,서초구,,서초동,서울특별시 서초구 서초동,연구개발
11650,11100,서울특별시,서초구,,신원동,서울특별시 서초구 신원동,연구개발
11650,10200,서울특별시,서초구,,양재동,서울특별시 서초구 양재동,연구개발
11650,11000,서울특별시,서초구,,염곡동,서울특별시 서초구 염곡동,연구개발
11650,10300,서울특별시,서초구,,우면동,서울특별시 서초구 우면동,연구개발
11650,10400,서울특별시,서초구,,원지동,서울특별시 서초구 원지동,연구개발
11650,10600,서울특별시,서초구,,잠원동,서울특별시 서초구 잠원동,연구개발
11680,10300,서울특별시,강남구,,개포동,서울특별시 강남구 개포동,연구개발
11680,10800,서울특별시,강남구,,논현동,서울특별시 강남구 논현동,연구개발
11680,10600,서울특별시,강남구,,대치동,서울특별시 강남구 대치동,연구개발
11680,11800,서울특별시,강남구,,도곡동,서울특별시 강남구 도곡동,연구개발
11680,10500,서울특별시,강남구,,삼성동,서울특별시 강남구 삼성동,연구개발
11680,11100,서울특별시,강남구,,세곡동,서울특별시 강남구 세곡동,연구개발
11680,11500,서울특별시,강남구,,수서동,서울특별시 강남구 수서동,연구개발
11680,10700,서울특별시,강남구,,신사동,서울특별시 강남구 신사동,연구개발
11680,11000,서울특별시,강남구,,압구정동,서울특별시 강남구 압구정동,연구개발
11680,10100,서울특별시,강남구,,역삼동,서울특별시 강남구 역삼동,연구개발
11680,11300,서울특별시,강남구,,율현동,서울특별시 강남구 율현동,연구개발
11680,11400,서울특별시,강남구,,일원동,서울특별시 강남구 일원동,연구개발
11680,11200,서울특별시,강남구,,자곡동,서울특별시 강남구 자곡동,연구개발
11680,10400,서울특별시,강남구,,청담동,서울특별시 강남구 청담동,연구개발
26380,10800,부산광역시,사하구,,감천동,부산광역시 사하구 감천동,일반제조
26380,10100,부산광역시,사하구,,괴정동,부산광역시 사하구 괴정동,일반제조
26380,10700,부산광역시,사하구,,구평동,부산광역시 사하구 구평동,일반제조
26380,10600,부산광역시,사하구,,다대동,부산광역시 사하구 다대동,일반제조
26380,10200,부산광역시,사하구,,당리동,부산광역시 사하구 당리동,일반제조
26380,10400,부산광역시,사하구,,신평동,부산광역시 사하구 신평동,일반제조
26380,10500,부산광역시,사하구,,장림동,부산광역시 사하구 장림동,일반제조
26380,10300,부산광역시,사하구,,하단동,부산광역시 사하구 하단동,일반제조
26440,10300,부산광역시,강서구,,강동동,부산광역시 강서구 강동동,일반제조
26440,11300,부산광역시,강서구,,구랑동,부산광역시 강서구 구랑동,일반제조
26440,11100,부산광역시,강서구,,녹산동,부산광역시 강서구 녹산동,일반제조
26440,12000,부산광역시,강서구,,눌차동,부산광역시 강서구 눌차동,일반제조
26440,10100,부산광역시,강서구,,대저1동,부산광역시 강서구 대저1동,일반제조
26440,10200,부산광역시,강서구,,대저2동,부산광역시 강서구 대저2동,일반제조
26440,12200,부산광역시,강서구,,대항동,부산광역시 강서구 대항동,일반제조
26440,11800,부산광역시,강서구,,동선동,부산광역시 강서구 동선동,일반제조
26440,10400,부산광역시,강서구,,명지동,부산광역시 강서구 명지동,일반제조
26440,11500,부산광역시,강서구,,미음동,부산광역시 강서구 미음동,일반제조
26440,11600,부산광역시,강서구,,범방동,부산광역시 강서구 범방동,일반제조
26440,10800,부산광역시,강서구,,봉림동,부산광역시 강서구 봉림동,일반제조
26440,11200,부산광역시,강서구,,생곡동,부산광역시 강서구 생곡동,일반제조
26440,11900,부산광역시,강서구,,성북동,부산광역시 강서구 성북동,일반제조
26440,10900,부산광역시,강서구,,송정동,부산광역시 강서구 송정동,일반제조
26530,10500,부산광역시,사상구,,감전동,부산광역시 사상구 감전동,일반제조
26530,10400,부산광역시,사상구,,괘법동,부산광역시 사상구 괘법동,일반제조
26530,10300,부산광역시,사상구,,덕포동,부산광역시 사상구 덕포동,일반제조
26530,10200,부산광역시,사상구,,모라동,부산광역시 사상구 모라동,일반제조
26530,10100,부산광역시,사상구,,삼락동,부산광역시 사상구 삼락동,일반제조
26530,10800,부산광역시,사상구,,엄궁동,부산광역시 사상구 엄궁동,일반제조
26530,10600,부산광역시,사상구,,주례동,부산광역시 사상구 주례동,일반제조
26530,10700,부산광역시,사상구,,학장동,부산광역시 사상구 학장동,일반제조
26710,25000,부산광역시,기장군,,기장읍,부산광역시 기장군 기장읍,일반제조
26710,25300,부산광역시,기장군,,장안읍,부산광역시 기장군 장안읍,일반제조
26710,25600,부산광역시,기장군,,정관읍,부산광역시 기장군 정관읍,일반제조
26710,25900,부산광역시,기장군,,일광읍,부산광역시 기장군 일광읍,일반제조
26710,33000,부산광역시,기장군,,철마면,부산광역시 기장군 철마면,일반제조
26710,25030,부산광역시,기장군,,기장읍 만화리,부산광역시 기장군 기장읍 만화리,일반제조
26710,25930,부산광역시,기장군,,일광읍 원리,부산광역시 기장군 일광읍 원리,일반제조
26710,25330,부산광역시,기장군,,장안읍 월내리,부산광역시 기장군 장안읍 월내리,일반제조
26710,25630,부산광역시,기장군,,정관읍 예림리,부산광역시 기장군 정관읍 예림리,일반제조
26710,33030,부산광역시,기장군,,철마면 안평리,부산광역시 기장군 철마면 안평리,일반제조
27290,10600,대구광역시,달서구,,갈산동,대구광역시 달서구 갈산동,일반제조
27290,11300,대구광역시,달서구,,감삼동,대구광역시 달서구 감삼동,일반제조
27290,12300,대구광역시,달서구,,대곡동,대구광역시 달서구 대곡동,일반제조
27290,11900,대구광역시,달서구,,대천동,대구광역시 달서구 대천동,일반제조
27290,11600,대구광역시,달서구,,도원동,대구광역시 달서구 도원동,일반제조
27290,10200,대구광역시,달서구,,두류동,대구광역시 달서구 두류동,일반제조
27290,12400,대구광역시,달서구,,본동,대구광역시 달서구 본동,일반제조
27290,11400,대구광역시,달서구,,본리동,대구광역시 달서구 본리동,일반제조
27290,11500,대구광역시,달서구,,상인동,대구광역시 달서구 상인동,일반제조
27290,10100,대구광역시,달서구,,성당동,대구광역시 달서구 성당동,일반제조
27290,12200,대구광역시,달서구,,송현동,대구광역시 달서구 송현동,일반제조
27290,10700,대구광역시,달서구,,신당동,대구광역시 달서구 신당동,일반제조
27290,11100,대구광역시,달서구,,용산동,대구광역시 달서구 용산동,일반제조
27290,12000,대구광역시,달서구,,월성동,대구광역시 달서구 월성동,일반제조
27290,12100,대구광역시,달서구,,월암동,대구광역시 달서구 월암동,일반제조
27710,25000,대구광역시,달성군,,화원읍,대구광역시 달성군 화원읍,일반제조
27710,25300,대구광역시,달성군,,논공읍,대구광역시 달성군 논공읍,일반제조|제약_바이오
27710,25600,대구광역시,달성군,,다사읍,대구광역시 달성군 다사읍,일반제조
27710,25900,대구광역시,달성군,,유가읍,대구광역시 달성군 유가읍,일반제조
27710,26200,대구광역시,달성군,,옥포읍,대구광역시 달성군 옥포읍,일반제조
27710,26500,대구광역시,달성군,,현풍읍,대구광역시 달성군 현풍읍,일반제조
27710,31000,대구광역시,달성군,,가창면,대구광역시 달성군 가창면,일반제조
27710,33000,대구광역시,달성군,,하빈면,대구광역시 달성군 하빈면,일반제조
27710,38000,대구광역시,달성군,,구지면,대구광역시 달성군 구지면,일반제조
27710,31030,대구광역시,달성군,,가창면 옥분리,대구광역시 달성군 가창면 옥분리,일반제조
27710,38030,대구광역시,달성군,,구지면 내리,대구광역시 달성군 구지면 내리,일반제조
27710,25630,대구광역시,달성군,,다사읍 문양리,대구광역시 달성군 다사읍 문양리,일반제조
27710,25930,대구광역시,달성군,,유가읍 도의리,대구광역시 달성군 유가읍 도의리,일반제조
27710,26530,대구광역시,달성군,,현풍읍 대리,대구광역시 달성군 현풍읍 대리,일반제조
28185,10500,인천광역시,연수구,,동춘동,인천광역시 연수구 동춘동,제약_바이오
28185,10200,인천광역시,연수구,,선학동,인천광역시 연수구 선학동,제약_바이오
28185,10600,인천광역시,연수구,,송도동,인천광역시 연수구 송도동,제약_바이오
28185,10300,인천광역시,연수구,,연수동,인천광역시 연수구 연수동,제약_바이오
28185,10100,인천광역시,연수구,,옥련동,인천광역시 연수구 옥련동,제약_바이오
28185,10400,인천광역시,연수구,,청학동,인천광역시 연수구 청학동,제약_바이오
29200,13100,광주광역시,광산구,,고룡동,광주광역시 광산구 고룡동,이차전지
29200,13500,광주광역시,광산구,,광산동,광주광역시 광산구 광산동,이차전지
29200,16700,광주광역시,광산구,,남산동,광주광역시 광산구 남산동,이차전지
29200,16200,광주광역시,광산구,,내산동,광주광역시 광산구 내산동,이차전지
29200,16300,광주광역시,광산구,,대산동,광주광역시 광산구 대산동,이차전지
29200,17600,광주광역시,광산구,,덕림동,광주광역시 광산구 덕림동,이차전지
29200,15600,광주광역시,광산구,,도덕동,광주광역시 광산구 도덕동,이차전지
29200,10200,광주광역시,광산구,,도산동,광주광역시 광산구 도산동,이차전지
29200,11300,광주광역시,광산구,,도천동,광주광역시 광산구 도천동,이차전지
29200,10300,광주광역시,광산구,,도호동,광주광역시 광산구 도호동,이차전지
29200,17800,광주광역시,광산구,,동림동,광주광역시 광산구 동림동,이차전지
29200,15400,광주광역시,광산구,,동산동,광주광역시 광산구 동산동,이차전지
29200,17500,광주광역시,광산구,,동호동,광주광역시 광산구 동호동,이차전지
29200,13300,광주광역시,광산구,,두정동,광주광역시 광산구 두정동,이차전지
29200,12900,광주광역시,광산구,,등임동,광주광역시 광산구 등임동,이차전지
29200,17400,광주광역시,광산구,,명도동,광주광역시 광산구 명도동,이차전지
29200,15300,광주광역시,광산구,,명화동,광주광역시 광산구 명화동,이차전지
29200,11100,광주광역시,광산구,,박호동,광주광역시 광산구 박호동,이차전지
29200,14300,광주광역시,광산구,,복룡동,광주광역시 광산구 복룡동,이차전지
29200,14000,광주광역시,광산구,,본덕동,광주광역시 광산구 본덕동,이차전지
29200,17300,광주광역시,광산구,,북산동,광주광역시 광산구 북산동,이차전지
29200,11200,광주광역시,광산구,,비아동,광주광역시 광산구 비아동,이차전지
29200,13700,광주광역시,광산구,,사호동,광주광역시 광산구 사호동,이차전지
29200,13000,광주광역시,광산구,,산막동,광주광역시 광산구 산막동,이차전지
29200,16900,광주광역시,광산구,,산수동,광주광역시 광산구 산수동,이차전지
30200,12600,대전광역시,유성구,,가정동,대전광역시 유성구 가정동,제약_바이오
30200,11800,대전광역시,유성구,,갑동,대전광역시 유성구 갑동,제약_바이오
30200,10600,대전광역시,유성구,,계산동,대전광역시 유성구 계산동,제약_바이오
30200,14600,대전광역시,유성구,,관평동,대전광역시 유성구 관평동,제약_바이오
30200,10200,대전광역시,유성구,,교촌동,대전광역시 유성구 교촌동,제약_바이오
30200,15300,대전광역시,유성구,,구룡동,대전광역시 유성구 구룡동,제약_바이오
30200,12400,대전광역시,유성구,,구성동,대전광역시 유성구 구성동,제약_바이오
30200,11200,대전광역시,유성구,,구암동,대전광역시 유성구 구암동,제약_바이오
30200,12200,대전광역시,유성구,,궁동,대전광역시 유성구 궁동,제약_바이오
30200,14800,대전광역시,유성구,,금고동,대전광역시 유성구 금고동,제약_바이오
30200,15000,대전광역시,유성구,,금탄동,대전광역시 유성구 금탄동,제약_바이오
30200,11900,대전광역시,유성구,,노은동,대전광역시 유성구 노은동,제약_바이오
30200,14900,대전광역시,유성구,,대동,대전광역시 유성구 대동,제약_바이오
30200,10300,대전광역시,유성구,,대정동,대전광역시 유성구 대정동,제약_바이오
30200,11300,대전광역시,유성구,,덕명동,대전광역시 유성구 덕명동,제약_바이오
31110,10700,울산광역시,중구,,교동,울산광역시 중구 교동,일반제조
31110,11500,울산광역시,중구,,남외동,울산광역시 중구 남외동,일반제조
31110,11200,울산광역시,중구,,다운동,울산광역시 중구 다운동,일반제조
31110,11300,울산광역시,중구,,동동,울산광역시 중구 동동,일반제조
31110,11800,울산광역시,중구,,반구동,울산광역시 중구 반구동,일반제조
31110,10300,울산광역시,중구,,복산동,울산광역시 중구 복산동,일반제조
31110,10400,울산광역시,중구,,북정동,울산광역시 중구 북정동,일반제조
31110,11400,울산광역시,중구,,서동,울산광역시 중구 서동,일반제조
31110,10600,울산광역시,중구,,성남동,울산광역시 중구 성남동,일반제조
31110,10900,울산광역시,중구,,성안동,울산광역시 중구 성안동,일반제조
31110,11700,울산광역시,중구,,약사동,울산광역시 중구 약사동,일반제조
31110,10500,울산광역시,중구,,옥교동,울산광역시 중구 옥교동,일반제조
31110,10800,울산광역시,중구,,우정동,울산광역시 중구 우정동,일반제조
31110,11000,울산광역시,중구,,유곡동,울산광역시 중구 유곡동,일반제조
31110,11600,울산광역시,중구,,장현동,울산광역시 중구 장현동,일반제조
31140,11200,울산광역시,남구,,고사동,울산광역시 남구 고사동,일반제조
31140,11600,울산광역시,남구,,남화동,울산광역시 남구 남화동,일반제조
31140,10500,울산광역시,남구,,달동,울산광역시 남구 달동,일반제조
31140,10300,울산광역시,남구,,두왕동,울산광역시 남구 두왕동,일반제조
31140,11900,울산광역시,남구,,매암동,울산광역시 남구 매암동,일반제조
31140,10100,울산광역시,남구,,무거동,울산광역시 남구 무거동,일반제조
31140,11100,울산광역시,남구,,부곡동,울산광역시 남구 부곡동,일반제조
31140,10600,울산광역시,남구,,삼산동,울산광역시 남구 삼산동,일반제조
31140,11000,울산광역시,남구,,상개동,울산광역시 남구 상개동,일반제조
31140,10900,울산광역시,남구,,선암동,울산광역시 남구 선암동,일반제조
31140,11300,울산광역시,남구,,성암동,울산광역시 남구 성암동,일반제조
31140,10400,울산광역시,남구,,신정동,울산광역시 남구 신정동,일반제조
31140,10800,울산광역시,남구,,야음동,울산광역시 남구 야음동,일반제조
31140,10700,울산광역시,남구,,여천동,울산광역시 남구 여천동,일반제조
31140,10200,울산광역시,남구,,옥동,울산광역시 남구 옥동,일반제조
31170,10700,울산광역시,동구,,동부동,울산광역시 동구 동부동,일반제조
31170,10500,울산광역시,동구,,미포동,울산광역시 동구 미포동,일반제조
31170,10100,울산광역시,동구,,방어동,울산광역시 동구 방어동,일반제조
31170,10800,울산광역시,동구,,서부동,울산광역시 동구 서부동,일반제조
31170,10300,울산광역시,동구,,일산동,울산광역시 동구 일산동,일반제조
31170,10400,울산광역시,동구,,전하동,울산광역시 동구 전하동,일반제조
31170,10600,울산광역시,동구,,주전동,울산광역시 동구 주전동,일반제조
31170,10200,울산광역시,동구,,화정동,울산광역시 동구 화정동,일반제조
31200,10400,울산광역시,북구,,가대동,울산광역시 북구 가대동,일반제조
31200,11200,울산광역시,북구,,구유동,울산광역시 북구 구유동,일반제조
31200,10900,울산광역시,북구,,달천동,울산광역시 북구 달천동,일반제조
31200,11600,울산광역시,북구,,당사동,울산광역시 북구 당사동,일반제조
31200,11500,울산광역시,북구,,대안동,울산광역시 북구 대안동,일반제조
31200,10300,울산광역시,북구,,매곡동,울산광역시 북구 매곡동,일반제조
31200,12000,울산광역시,북구,,명촌동,울산광역시 북구 명촌동,일반제조
31200,11100,울산광역시,북구,,무룡동,울산광역시 북구 무룡동,일반제조
31200,11800,울산광역시,북구,,산하동,울산광역시 북구 산하동,일반제조
31200,10700,울산광역시,북구,,상안동,울산광역시 북구 상안동,일반제조
31200,12600,울산광역시,북구,,송정동,울산광역시 북구 송정동,일반제조
31200,11000,울산광역시,북구,,시례동,울산광역시 북구 시례동,일반제조
31200,11400,울산광역시,북구,,신명동,울산광역시 북구 신명동,일반제조
31200,10500,울산광역시,북구,,신천동,울산광역시 북구 신천동,일반제조
31200,11700,울산광역시,북구,,신현동,울산광역시 북구 신현동,일반제조
31710,25000,울산광역시,울주군,,온산읍,울산광역시 울주군 온산읍,이차전지|제약_바이오
31710,25300,울산광역시,울주군,,언양읍,울산광역시 울주군 언양읍,이차전지
31710,25600,울산광역시,울주군,,온양읍,울산광역시 울주군 온양읍,이차전지
31710,25900,울산광역시,울주군,,범서읍,울산광역시 울주군 범서읍,이차전지
31710,26200,울산광역시,울주군,,청량읍,울산광역시 울주군 청량읍,이차전지
31710,26500,울산광역시,울주군,,삼남읍,울산광역시 울주군 삼남읍,이차전지
31710,31000,울산광역시,울주군,,서생면,울산광역시 울주군 서생면,이차전지
31710,34000,울산광역시,울주군,,웅촌면,울산광역시 울주군 웅촌면,이차전지
31710,36000,울산광역시,울주군,,두동면,울산광역시 울주군 두동면,이차전지
31710,37000,울산광역시,울주군,,두서면,울산광역시 울주군 두서면,이차전지
31710,38000,울산광역시,울주군,,상북면,울산광역시 울주군 상북면,이차전지
31710,40000,울산광역시,울주군,,삼동면,울산광역시 울주군 삼동면,이차전지
31710,25930,울산광역시,울주군,,범서읍 척과리,울산광역시 울주군 범서읍 척과리,이차전지
31710,38030,울산광역시,울주군,,상북면 궁근정리,울산광역시 울주군 상북면 궁근정리,이차전지
31710,31030,울산광역시,울주군,,서생면 위양리,울산광역시 울주군 서생면 위양리,이차전지
31710,25330,울산광역시,울주군,,언양읍 동부리,울산광역시 울주군 언양읍 동부리,이차전지
31710,25030,울산광역시,울주군,,온산읍 이진리,울산광역시 울주군 온산읍 이진리,이차전지
31710,25630,울산광역시,울주군,,온양읍 고산리,울산광역시 울주군 온양읍 고산리,이차전지
41111,13800,경기도,수원시,장안구,상광교동,경기도 수원시 장안구 상광교동,반도체_디스플레이
41111,13500,경기도,수원시,장안구,송죽동,경기도 수원시 장안구 송죽동,반도체_디스플레이
41111,13700,경기도,수원시,장안구,연무동,경기도 수원시 장안구 연무동,반도체_디스플레이
41111,13400,경기도,수원시,장안구,영화동,경기도 수원시 장안구 영화동,반도체_디스플레이
41111,13200,경기도,수원시,장안구,율전동,경기도 수원시 장안구 율전동,반도체_디스플레이
41111,13100,경기도,수원시,장안구,이목동,경기도 수원시 장안구 이목동,반도체_디스플레이
41111,13000,경기도,수원시,장안구,정자동,경기도 수원시 장안구 정자동,반도체_디스플레이
41111,13600,경기도,수원시,장안구,조원동,경기도 수원시 장안구 조원동,반도체_디스플레이
41111,13300,경기도,수원시,장안구,천천동,경기도 수원시 장안구 천천동,반도체_디스플레이
41111,12900,경기도,수원시,장안구,파장동,경기도 수원시 장안구 파장동,반도체_디스플레이
41111,13900,경기도,수원시,장안구,하광교동,경기도 수원시 장안구 하광교동,반도체_디스플레이
41113,12800,경기도,수원시,권선구,고색동,경기도 수원시 권선구 고색동,반도체_디스플레이
41113,13600,경기도,수원시,권선구,곡반정동,경기도 수원시 권선구 곡반정동,반도체_디스플레이
41113,13200,경기도,수원시,권선구,구운동,경기도 수원시 권선구 구운동,반도체_디스플레이
41113,13700,경기도,수원시,권선구,권선동,경기도 수원시 권선구 권선동,반도체_디스플레이
41113,13400,경기도,수원시,권선구,금곡동,경기도 수원시 권선구 금곡동,반도체_디스플레이
41113,14100,경기도,수원시,권선구,당수동,경기도 수원시 권선구 당수동,반도체_디스플레이
41113,13900,경기도,수원시,권선구,대황교동,경기도 수원시 권선구 대황교동,반도체_디스플레이
41113,13100,경기도,수원시,권선구,서둔동,경기도 수원시 권선구 서둔동,반도체_디스플레이
41113,12600,경기도,수원시,권선구,세류동,경기도 수원시 권선구 세류동,반도체_디스플레이
41113,12900,경기도,수원시,권선구,오목천동,경기도 수원시 권선구 오목천동,반도체_디스플레이
41113,14000,경기도,수원시,권선구,입북동,경기도 수원시 권선구 입북동,반도체_디스플레이
41113,13800,경기도,수원시,권선구,장지동,경기도 수원시 권선구 장지동,반도체_디스플레이
41113,13300,경기도,수원시,권선구,탑동,경기도 수원시 권선구 탑동,반도체_디스플레이
41113,12700,경기도,수원시,권선구,평동,경기도 수원시 권선구 평동,반도체_디스플레이
41113,13000,경기도,수원시,권선구,평리동,경기도 수원시 권선구 평리동,반도체_디스플레이
41113,13500,경기도,수원시,권선구,호매실동,경기도 수원시 권선구 호매실동,반도체_디스플레이
41115,13700,경기도,수원시,팔달구,고등동,경기도 수원시 팔달구 고등동,반도체_디스플레이
41115,13200,경기도,수원시,팔달구,교동,경기도 수원시 팔달구 교동,반도체_디스플레이
41115,12600,경기도,수원시,팔달구,구천동,경기도 수원시 팔달구 구천동,반도체_디스플레이
41115,12700,경기도,수원시,팔달구,남수동,경기도 수원시 팔달구 남수동,반도체_디스플레이
41115,12300,경기도,수원시,팔달구,남창동,경기도 수원시 팔달구 남창동,반도체_디스플레이
41115,13300,경기도,수원시,팔달구,매교동,경기도 수원시 팔달구 매교동,반도체_디스플레이
41115,13400,경기도,수원시,팔달구,매산로1가,경기도 수원시 팔달구 매산로1가,반도체_디스플레이
41115,13500,경기도,수원시,팔달구,매산로2가,경기도 수원시 팔달구 매산로2가,반도체_디스플레이
41115,13600,경기도,수원시,팔달구,매산로3가,경기도 수원시 팔달구 매산로3가,반도체_디스플레이
41115,12800,경기도,수원시,팔달구,매향동,경기도 수원시 팔달구 매향동,반도체_디스플레이
41115,12900,경기도,수원시,팔달구,북수동,경기도 수원시 팔달구 북수동,반도체_디스플레이
41115,13000,경기도,수원시,팔달구,신풍동,경기도 수원시 팔달구 신풍동,반도체_디스플레이
41115,12400,경기도,수원시,팔달구,영동,경기도 수원시 팔달구 영동,반도체_디스플레이
41115,14000,경기도,수원시,팔달구,우만동,경기도 수원시 팔달구 우만동,반도체_디스플레이
41115,14100,경기도,수원시,팔달구,인계동,경기도 수원시 팔달구 인계동,반도체_디스플레이
41115,13100,경기도,수원시,팔달구,장안동,경기도 수원시 팔달구 장안동,반도체_디스플레이
41115,12500,경기도,수원시,팔달구,중동,경기도 수원시 팔달구 중동,반도체_디스플레이
41115,13900,경기도,수원시,팔달구,지동,경기도 수원시 팔달구 지동,반도체_디스플레이
41115,12000,경기도,수원시,팔달구,팔달로1가,경기도 수원시 팔달구 팔달로1가,반도체_디스플레이
41115,12100,경기도,수원시,팔달구,팔달로2가,경기도 수원시 팔달구 팔달로2가,반도체_디스플레이
41115,12200,경기도,수원시,팔달구,팔달로3가,경기도 수원시 팔달구 팔달로3가,반도체_디스플레이
41115,13800,경기도,수원시,팔달구,화서동,경기도 수원시 팔달구 화서동,반도체_디스플레이
41117,10700,경기도,수원시,영통구,망포동,경기도 수원시 영통구 망포동,반도체_디스플레이
41117,10100,경기도,수원시,영통구,매탄동,경기도 수원시 영통구 매탄동,반도체_디스플레이
41117,10600,경기도,수원시,영통구,신동,경기도 수원시 영통구 신동,반도체_디스플레이
41117,10500,경기도,수원시,영통구,영통동,경기도 수원시 영통구 영통동,반도체_디스플레이
41117,10200,경기도,수원시,영통구,원천동,경기도 수원시 영통구 원천동,반도체_디스플레이
41117,10300,경기도,수원시,영통구,이의동,경기도 수원시 영통구 이의동,반도체_디스플레이
41117,10400,경기도,수원시,영통구,하동,경기도 수원시 영통구 하동,반도체_디스플레이
41131,11200,경기도,성남시,수정구,고등동,경기도 성남시 수정구 고등동,연구개발
41131,11600,경기도,성남시,수정구,금토동,경기도 성남시 수정구 금토동,연구개발
41131,10400,경기도,성남시,수정구,단대동,경기도 성남시 수정구 단대동,연구개발
41131,11400,경기도,성남시,수정구,둔전동,경기도 성남시 수정구 둔전동,연구개발
41131,10700,경기도,성남시,수정구,복정동,경기도 성남시 수정구 복정동,연구개발
41131,11700,경기도,성남시,수정구,사송동,경기도 성남시 수정구 사송동,연구개발
41131,10500,경기도,성남시,수정구,산성동,경기도 성남시 수정구 산성동,연구개발
41131,11300,경기도,성남시,수정구,상적동,경기도 성남시 수정구 상적동,연구개발
41131,10300,경기도,성남시,수정구,수진동,경기도 성남시 수정구 수진동,연구개발
41131,11500,경기도,성남시,수정구,시흥동,경기도 성남시 수정구 시흥동,연구개발
41131,10900,경기도,성남시,수정구,신촌동,경기도 성남시 수정구 신촌동,연구개발
41131,10100,경기도,성남시,수정구,신흥동,경기도 성남시 수정구 신흥동,연구개발
41131,11100,경기도,성남시,수정구,심곡동,경기도 성남시 수정구 심곡동,연구개발
41131,10600,경기도,성남시,수정구,양지동,경기도 성남시 수정구 양지동,연구개발
41131,11000,경기도,성남시,수정구,오야동,경기도 성남시 수정구 오야동,연구개발
41133,10800,경기도,성남시,중원구,갈현동,경기도 성남시 중원구 갈현동,연구개발
41133,10300,경기도,성남시,중원구,금광동,경기도 성남시 중원구 금광동,연구개발
41133,10700,경기도,성남시,중원구,도촌동,경기도 성남시 중원구 도촌동,연구개발
41133,10500,경기도,성남시,중원구,상대원동,경기도 성남시 중원구 상대원동,연구개발
41133,10100,경기도,성남시,중원구,성남동,경기도 성남시 중원구 성남동,연구개발
41133,10600,경기도,성남시,중원구,여수동,경기도 성남시 중원구 여수동,연구개발
41133,10400,경기도,성남시,중원구,은행동,경기도 성남시 중원구 은행동,연구개발
41133,13200,경기도,성남시,중원구,중앙동,경기도 성남시 중원구 중앙동,연구개발
41133,10900,경기도,성남시,중원구,하대원동,경기도 성남시 중원구 하대원동,연구개발
41135,11400,경기도,성남시,분당구,구미동,경기도 성남시 분당구 구미동,연구개발
41135,11200,경기도,성남시,분당구,궁내동,경기도 성남시 분당구 궁내동,연구개발
41135,11100,경기도,성남시,분당구,금곡동,경기도 성남시 분당구 금곡동,연구개발
41135,11600,경기도,성남시,분당구,대장동,경기도 성남시 분당구 대장동,연구개발
41135,11300,경기도,성남시,분당구,동원동,경기도 성남시 분당구 동원동,연구개발
41135,11000,경기도,성남시,분당구,백현동,경기도 성남시 분당구 백현동,연구개발
41135,10100,경기도,성남시,분당구,분당동,경기도 성남시 분당구 분당동,연구개발
41135,10900,경기도,성남시,분당구,삼평동,경기도 성남시 분당구 삼평동,연구개발
41135,10500,경기도,성남시,분당구,서현동,경기도 성남시 분당구 서현동,연구개발
41135,11700,경기도,성남시,분당구,석운동,경기도 성남시 분당구 석운동,연구개발
41135,10200,경기도,성남시,분당구,수내동,경기도 성남시 분당구 수내동,연구개발
41135,10700,경기도,성남시,분당구,야탑동,경기도 성남시 분당구 야탑동,연구개발
41135,11500,경기도,성남시,분당구,운중동,경기도 성남시 분당구 운중동,연구개발
41135,10400,경기도,성남시,분당구,율동,경기도 성남시 분당구 율동,연구개발
41135,10600,경기도,성남시,분당구,이매동,경기도 성남시 분당구 이매동,연구개발
41220,25000,경기도,평택시,,팽성읍,경기도 평택시 팽성읍,반도체_디스플레이|제약_바이오
41220,25300,경기도,평택시,,안중읍,경기도 평택시 안중읍,반도체_디스플레이
41220,25600,경기도,평택시,,포승읍,경기도 평택시 포승읍,반도체_디스플레이|제약_바이오
41220,25900,경기도,평택시,,청북읍,경기도 평택시 청북읍,반도체_디스플레이|제약_바이오
41220,31000,경기도,평택시,,진위면,경기도 평택시 진위면,반도체_디스플레이
41220,32000,경기도,평택시,,서탄면,경기도 평택시 서탄면,반도체_디스플레이
41220,33000,경기도,평택시,,고덕면,경기도 평택시 고덕면,반도체_디스플레이
41220,34000,경기도,평택시,,오성면,경기도 평택시 오성면,반도체_디스플레이
41220,37000,경기도,평택시,,현덕면,경기도 평택시 현덕면,반도체_디스플레이
41220,10700,경기도,평택시,,가재동,경기도 평택시 가재동,반도체_디스플레이
41220,12800,경기도,평택시,,고덕동,경기도 평택시 고덕동,반도체_디스플레이
41220,11500,경기도,평택시,,군문동,경기도 평택시 군문동,반도체_디스플레이
41220,10600,경기도,평택시,,도일동,경기도 평택시 도일동,반도체_디스플레이
41220,11100,경기도,평택시,,독곡동,경기도 평택시 독곡동,반도체_디스플레이
41220,11900,경기도,평택시,,동삭동,경기도 평택시 동삭동,반도체_디스플레이
41220,10300,경기도,평택시,,모곡동,경기도 평택시 모곡동,반도체_디스플레이
41220,11800,경기도,평택시,,비전동,경기도 평택시 비전동,반도체_디스플레이
41220,10100,경기도,평택시,,서정동,경기도 평택시 서정동,반도체_디스플레이
