sigungu_cd,bjdong_cd,sido,sigungu,gu,dong,full_nm
11110,10100,서울특별시,종로구,,청운동,서울특별시 종로구 청운동
11110,10200,서울특별시,종로구,,신교동,서울특별시 종로구 신교동
11110,10300,서울특별시,종로구,,궁정동,서울특별시 종로구 궁정동
11110,10400,서울특별시,종로구,,효자동,서울특별시 종로구 효자동
11110,10500,서울특별시,종로구,,창성동,서울특별시 종로구 창성동
11110,10600,서울특별시,종로구,,통의동,서울특별시 종로구 통의동
11110,10700,서울특별시,종로구,,적선동,서울특별시 종로구 적선동
11110,10800,서울특별시,종로구,,통인동,서울특별시 종로구 통인동
11110,10900,서울특별시,종로구,,누상동,서울특별시 종로구 누상동
11110,11000,서울특별시,종로구,,누하동,서울특별시 종로구 누하동
11110,11100,서울특별시,종로구,,옥인동,서울특별시 종로구 옥인동
11110,11200,서울특별시,종로구,,체부동,서울특별시 종로구 체부동
11110,11300,서울특별시,종로구,,필운동,서울특별시 종로구 필운동
11110,11400,서울특별시,종로구,,내자동,서울특별시 종로구 내자동
11110,11500,서울특별시,종로구,,사직동,서울특별시 종로구 사직동
11110,11600,서울특별시,종로구,,도렴동,서울특별시 종로구 도렴동
11110,11700,서울특별시,종로구,,당주동,서울특별시 종로구 당주동
11110,11800,서울특별시,종로구,,내수동,서울특별시 종로구 내수동
11110,11900,서울특별시,종로구,,세종로,서울특별시 종로구 세종로
11110,12000,서울특별시,종로구,,신문로1가,서울특별시 종로구 신문로1가
11110,12100,서울특별시,종로구,,신문로2가,서울특별시 종로구 신문로2가
11110,12200,서울특별시,종로구,,청진동,서울특별시 종로구 청진동
11110,12300,서울특별시,종로구,,서린동,서울특별시 종로구 서린동
11110,12400,서울특별시,종로구,,수송동,서울특별시 종로구 수송동
11110,12500,서울특별시,종로구,,중학동,서울특별시 종로구 중학동
11110,12600,서울특별시,종로구,,종로1가,서울특별시 종로구 종로1가
11110,12700,서울특별시,종로구,,공평동,서울특별시 종로구 공평동
11110,12800,서울특별시,종로구,,관훈동,서울특별시 종로구 관훈동
11110,12900,서울특별시,종로구,,견지동,서울특별시 종로구 견지동
11110,13000,서울특별시,종로구,,와룡동,서울특별시 종로구 와룡동
11110,13100,서울특별시,종로구,,권농동,서울특별시 종로구 권농동
11110,13200,서울특별시,종로구,,운니동,서울특별시 종로구 운니동
11110,13300,서울특별시,종로구,,익선동,서울특별시 종로구 익선동
11110,13400,서울특별시,종로구,,경운동,서울특별시 종로구 경운동
11110,13500,서울특별시,종로구,,관철동,서울특별시 종로구 관철동
11110,13600,서울특별시,종로구,,인사동,서울특별시 종로구 인사동
11110,13700,서울특별시,종로구,,낙원동,서울특별시 종로구 낙원동
11110,13800,서울특별시,종로구,,종로2가,서울특별시 종로구 종로2가
11110,13900,서울특별시,종로구,,팔판동,서울특별시 종로구 팔판동
11110,14000,서울특별시,종로구,,삼청동,서울특별시 종로구 삼청동
11110,14100,서울특별시,종로구,,안국동,서울특별시 종로구 안국동
11110,14200,서울특별시,종로구,,소격동,서울특별시 종로구 소격동
11110,14300,서울특별시,종로구,,화동,서울특별시 종로구 화동
11110,14400,서울특별시,종로구,,사간동,서울특별시 종로구 사간동
11110,14500,서울특별시,종로구,,송현동,서울특별시 종로구 송현동
11110,14600,서울특별시,종로구,,가회동,서울특별시 종로구 가회동
11110,14700,서울특별시,종로구,,재동,서울특별시 종로구 재동
11110,14800,서울특별시,종로구,,계동,서울특별시 종로구 계동
11110,14900,서울특별시,종로구,,원서동,서울특별시 종로구 원서동
11110,15000,서울특별시,종로구,,훈정동,서울특별시 종로구 훈정동
11110,15100,서울특별시,종로구,,묘동,서울특별시 종로구 묘동
11110,15200,서울특별시,종로구,,봉익동,서울특별시 종로구 봉익동
11110,15300,서울특별시,종로구,,돈의동,서울특별시 종로구 돈의동
11110,15400,서울특별시,종로구,,장사동,서울특별시 종로구 장사동
11110,15500,서울특별시,종로구,,관수동,서울특별시 종로구 관수동
11110,15600,서울특별시,종로구,,종로3가,서울특별시 종로구 종로3가
11110,15700,서울특별시,종로구,,인의동,서울특별시 종로구 인의동
11110,15800,서울특별시,종로구,,예지동,서울특별시 종로구 예지동
11110,15900,서울특별시,종로구,,원남동,서울특별시 종로구 원남동
11110,16000,서울특별시,종로구,,연지동,서울특별시 종로구 연지동
11110,16100,서울특별시,종로구,,종로4가,서울특별시 종로구 종로4가
11110,16200,서울특별시,종로구,,효제동,서울특별시 종로구 효제동
11110,16300,서울특별시,종로구,,종로5가,서울특별시 종로구 종로5가
11110,16400,서울특별시,종로구,,종로6가,서울특별시 종로구 종로6가
11110,16500,서울특별시,종로구,,이화동,서울특별시 종로구 이화동
11110,16600,서울특별시,종로구,,연건동,서울특별시 종로구 연건동
11110,16700,서울특별시,종로구,,충신동,서울특별시 종로구 충신동
11110,16800,서울특별시,종로구,,동숭동,서울특별시 종로구 동숭동
11110,16900,서울특별시,종로구,,혜화동,서울특별시 종로구 혜화동
11110,17000,서울특별시,종로구,,명륜1가,서울특별시 종로구 명륜1가
11110,17100,서울특별시,종로구,,명륜2가,서울특별시 종로구 명륜2가
11110,17200,서울특별시,종로구,,명륜4가,서울특별시 종로구 명륜4가
11110,17300,서울특별시,종로구,,명륜3가,서울특별시 종로구 명륜3가
11110,17400,서울특별시,종로구,,창신동,서울특별시 종로구 창신동
11110,17500,서울특별시,종로구,,숭인동,서울특별시 종로구 숭인동
11110,17600,서울특별시,종로구,,교남동,서울특별시 종로구 교남동
11110,17700,서울특별시,종로구,,평동,서울특별시 종로구 평동
11110,17800,서울특별시,종로구,,송월동,서울특별시 종로구 송월동
11110,17900,서울특별시,종로구,,홍파동,서울특별시 종로구 홍파동
11110,18000,서울특별시,종로구,,교북동,서울특별시 종로구 교북동
11110,18100,서울특별시,종로구,,행촌동,서울특별시 종로구 행촌동
11110,18200,서울특별시,종로구,,구기동,서울특별시 종로구 구기동
11110,18300,서울특별시,종로구,,평창동,서울특별시 종로구 평창동
11110,18400,서울특별시,종로구,,부암동,서울특별시 종로구 부암동
11110,18500,서울특별시,종로구,,홍지동,서울특별시 종로구 홍지동
11110,18600,서울특별시,종로구,,신영동,서울특별시 종로구 신영동
11110,18700,서울특별시,종로구,,무악동,서울특별시 종로구 무악동
11140,10100,서울특별시,중구,,무교동,서울특별시 중구 무교동
11140,10200,서울특별시,중구,,다동,서울특별시 중구 다동
11140,10300,서울특별시,중구,,태평로1가,서울특별시 중구 태평로1가
11140,10400,서울특별시,중구,,을지로1가,서울특별시 중구 을지로1가
11140,10500,서울특별시,중구,,을지로2가,서울특별시 중구 을지로2가
11140,10600,서울특별시,중구,,남대문로1가,서울특별시 중구 남대문로1가
11140,10700,서울특별시,중구,,삼각동,서울특별시 중구 삼각동
11140,10800,서울특별시,중구,,수하동,서울특별시 중구 수하동
11140,10900,서울특별시,중구,,장교동,서울특별시 중구 장교동
11140,11000,서울특별시,중구,,수표동,서울특별시 중구 수표동
11140,11100,서울특별시,중구,,소공동,서울특별시 중구 소공동
11140,11200,서울특별시,중구,,남창동,서울특별시 중구 남창동
11140,11300,서울특별시,중구,,북창동,서울특별시 중구 북창동
11140,11400,서울특별시,중구,,태평로2가,서울특별시 중구 태평로2가
11140,11500,서울특별시,중구,,남대문로2가,서울특별시 중구 남대문로2가
11140,11600,서울특별시,중구,,남대문로3가,서울특별시 중구 남대문로3가
11140,11700,서울특별시,중구,,남대문로4가,서울특별시 중구 남대문로4가
11140,11800,서울특별시,중구,,남대문로5가,서울특별시 중구 남대문로5가
11140,11900,서울특별시,중구,,봉래동1가,서울특별시 중구 봉래동1가
11140,12000,서울특별시,중구,,봉래동2가,서울특별시 중구 봉래동2가
11140,12100,서울특별시,중구,,회현동1가,서울특별시 중구 회현동1가
11140,12200,서울특별시,중구,,회현동2가,서울특별시 중구 회현동2가
11140,12300,서울특별시,중구,,회현동3가,서울특별시 중구 회현동3가
11140,12400,서울특별시,중구,,충무로1가,서울특별시 중구 충무로1가
11140,12500,서울특별시,중구,,충무로2가,서울특별시 중구 충무로2가
11140,12600,서울특별시,중구,,명동1가,서울특별시 중구 명동1가
11140,12700,서울특별시,중구,,명동2가,서울특별시 중구 명동2가
11140,12800,서울특별시,중구,,남산동1가,서울특별시 중구 남산동1가
11140,12900,서울특별시,중구,,남산동2가,서울특별시 중구 남산동2가
11140,13000,서울특별시,중구,,남산동3가,서울특별시 중구 남산동3가
11140,13100,서울특별시,중구,,저동1가,서울특별시 중구 저동1가
11140,13200,서울특별시,중구,,충무로4가,서울특별시 중구 충무로4가
11140,13300,서울특별시,중구,,충무로5가,서울특별시 중구 충무로5가
11140,13400,서울특별시,중구,,인현동2가,서울특별시 중구 인현동2가
11140,13500,서울특별시,중구,,예관동,서울특별시 중구 예관동
11140,13600,서울특별시,중구,,묵정동,서울특별시 중구 묵정동
11140,13700,서울특별시,중구,,필동1가,서울특별시 중구 필동1가
11140,13800,서울특별시,중구,,필동2가,서울특별시 중구 필동2가
11140,13900,서울특별시,중구,,필동3가,서울특별시 중구 필동3가
11140,14000,서울특별시,중구,,남학동,서울특별시 중구 남학동
11140,14100,서울특별시,중구,,주자동,서울특별시 중구 주자동
11140,14200,서울특별시,중구,,예장동,서울특별시 중구 예장동
11140,14300,서울특별시,중구,,장충동1가,서울특별시 중구 장충동1가
11140,14400,서울특별시,중구,,장충동2가,서울특별시 중구 장충동2가
11140,14500,서울특별시,중구,,광희동1가,서울특별시 중구 광희동1가
11140,14600,서울특별시,중구,,광희동2가,서울특별시 중구 광희동2가
11140,14700,서울특별시,중구,,쌍림동,서울특별시 중구 쌍림동
11140,14800,서울특별시,중구,,을지로6가,서울특별시 중구 을지로6가
11140,14900,서울특별시,중구,,을지로7가,서울특별시 중구 을지로7가
11140,15000,서울특별시,중구,,을지로4가,서울특별시 중구 을지로4가
11140,15100,서울특별시,중구,,을지로5가,서울특별시 중구 을지로5가
11140,15200,서울특별시,중구,,주교동,서울특별시 중구 주교동
11140,15300,서울특별시,중구,,방산동,서울특별시 중구 방산동
11140,15400,서울특별시,중구,,오장동,서울특별시 중구 오장동
11140,15500,서울특별시,중구,,을지로3가,서울특별시 중구 을지로3가
11140,15600,서울특별시,중구,,입정동,서울특별시 중구 입정동
11140,15700,서울특별시,중구,,산림동,서울특별시 중구 산림동
11140,15800,서울특별시,중구,,충무로3가,서울특별시 중구 충무로3가
11140,15900,서울특별시,중구,,초동,서울특별시 중구 초동
11140,16000,서울특별시,중구,,인현동1가,서울특별시 중구 인현동1가
11140,16100,서울특별시,중구,,저동2가,서울특별시 중구 저동2가
11140,16200,서울특별시,중구,,신당동,서울특별시 중구 신당동
11140,16300,서울특별시,중구,,흥인동,서울특별시 중구 흥인동
11140,16400,서울특별시,중구,,무학동,서울특별시 중구 무학동
11140,16500,서울특별시,중구,,황학동,서울특별시 중구 황학동
11140,16600,서울특별시,중구,,서소문동,서울특별시 중구 서소문동
11140,16700,서울특별시,중구,,정동,서울특별시 중구 정동
11140,16800,서울특별시,중구,,순화동,서울특별시 중구 순화동
11140,16900,서울특별시,중구,,의주로1가,서울특별시 중구 의주로1가
11140,17000,서울특별시,중구,,충정로1가,서울특별시 중구 충정로1가
11140,17100,서울특별시,중구,,중림동,서울특별시 중구 중림동
11140,17200,서울특별시,중구,,의주로2가,서울특별시 중구 의주로2가
11140,17300,서울특별시,중구,,만리동1가,서울특별시 중구 만리동1가
11140,17400,서울특별시,중구,,만리동2가,서울특별시 중구 만리동2가
11170,10100,서울특별시,용산구,,후암동,서울특별시 용산구 후암동
11170,10200,서울특별시,용산구,,용산동2가,서울특별시 용산구 용산동2가
11170,10300,서울특별시,용산구,,용산동4가,서울특별시 용산구 용산동4가
11170,10400,서울특별시,용산구,,갈월동,서울특별시 용산구 갈월동
11170,10500,서울특별시,용산구,,남영동,서울특별시 용산구 남영동
11170,10600,서울특별시,용산구,,용산동1가,서울특별시 용산구 용산동1가
11170,10700,서울특별시,용산구,,동자동,서울특별시 용산구 동자동
11170,10800,서울특별시,용산구,,서계동,서울특별시 용산구 서계동
11170,10900,서울특별시,용산구,,청파동1가,서울특별시 용산구 청파동1가
11170,11000,서울특별시,용산구,,청파동2가,서울특별시 용산구 청파동2가
11170,11100,서울특별시,용산구,,청파동3가,서울특별시 용산구 청파동3가
11170,11200,서울특별시,용산구,,원효로1가,서울특별시 용산구 원효로1가
11170,11300,서울특별시,용산구,,원효로2가,서울특별시 용산구 원효로2가
11170,11400,서울특별시,용산구,,신창동,서울특별시 용산구 신창동
11170,11500,서울특별시,용산구,,산천동,서울특별시 용산구 산천동
11170,11600,서울특별시,용산구,,청암동,서울특별시 용산구 청암동
11170,11700,서울특별시,용산구,,원효로3가,서울특별시 용산구 원효로3가
11170,11800,서울특별시,용산구,,원효로4가,서울특별시 용산구 원효로4가
11170,11900,서울특별시,용산구,,효창동,서울특별시 용산구 효창동
11170,12000,서울특별시,용산구,,도원동,서울특별시 용산구 도원동
11170,12100,서울특별시,용산구,,용문동,서울특별시 용산구 용문동
11170,12200,서울특별시,용산구,,문배동,서울특별시 용산구 문배동
11170,12300,서울특별시,용산구,,신계동,서울특별시 용산구 신계동
11170,12400,서울특별시,용산구,,한강로1가,서울특별시 용산구 한강로1가
11170,12500,서울특별시,용산구,,한강로2가,서울특별시 용산구 한강로2가
11170,12600,서울특별시,용산구,,용산동3가,서울특별시 용산구 용산동3가
11170,12700,서울특별시,용산구,,용산동5가,서울특별시 용산구 용산동5가
11170,12800,서울특별시,용산구,,한강로3가,서울특별시 용산구 한강로3가
11170,12900,서울특별시,용산구,,이촌동,서울특별시 용산구 이촌동
11170,13000,서울특별시,용산구,,이태원동,서울특별시 용산구 이태원동
11170,13100,서울특별시,용산구,,한남동,서울특별시 용산구 한남동
11170,13200,서울특별시,용산구,,동빙고동,서울특별시 용산구 동빙고동
11170,13300,서울특별시,용산구,,서빙고동,서울특별시 용산구 서빙고동
11170,13400,서울특별시,용산구,,주성동,서울특별시 용산구 주성동
11170,13500,서울특별시,용산구,,용산동6가,서울특별시 용산구 용산동6가
11170,13600,서울특별시,용산구,,보광동,서울특별시 용산구 보광동
11200,10100,서울특별시,성동구,,상왕십리동,서울특별시 성동구 상왕십리동
11200,10200,서울특별시,성동구,,하왕십리동,서울특별시 성동구 하왕십리동
11200,10300,서울특별시,성동구,,홍익동,서울특별시 성동구 홍익동
11200,10400,서울특별시,성동구,,도선동,서울특별시 성동구 도선동
11200,10500,서울특별시,성동구,,마장동,서울특별시 성동구 마장동
11200,10600,서울특별시,성동구,,사근동,서울특별시 성동구 사근동
11200,10700,서울특별시,성동구,,행당동,서울특별시 성동구 행당동
11200,10800,서울특별시,성동구,,응봉동,서울특별시 성동구 응봉동
11200,10900,서울특별시,성동구,,금호동1가,서울특별시 성동구 금호동1가
11200,11000,서울특별시,성동구,,금호동2가,서울특별시 성동구 금호동2가
11200,11100,서울특별시,성동구,,금호동3가,서울특별시 성동구 금호동3가
11200,11200,서울특별시,성동구,,금호동4가,서울특별시 성동구 금호동4가
11200,11300,서울특별시,성동구,,옥수동,서울특별시 성동구 옥수동
11200,11400,서울특별시,성동구,,성수동1가,서울특별시 성동구 성수동1가
11200,11500,서울특별시,성동구,,성수동2가,서울특별시 성동구 성수동2가
11200,11800,서울특별시,성동구,,송정동,서울특별시 성동구 송정동
11200,12200,서울특별시,성동구,,용답동,서울특별시 성동구 용답동
11215,10100,서울특별시,광진구,,중곡동,서울특별시 광진구 중곡동
11215,10200,서울특별시,광진구,,능동,서울특별시 광진구 능동
11215,10300,서울특별시,광진구,,구의동,서울특별시 광진구 구의동
11215,10400,서울특별시,광진구,,광장동,서울특별시 광진구 광장동
11215,10500,서울특별시,광진구,,자양동,서울특별시 광진구 자양동
11215,10700,서울특별시,광진구,,화양동,서울특별시 광진구 화양동
11215,10900,서울특별시,광진구,,군자동,서울특별시 광진구 군자동
11230,10100,서울특별시,동대문구,,신설동,서울특별시 동대문구 신설동
11230,10200,서울특별시,동대문구,,용두동,서울특별시 동대문구 용두동
11230,10300,서울특별시,동대문구,,제기동,서울특별시 동대문구 제기동
11230,10400,서울특별시,동대문구,,전농동,서울특별시 동대문구 전농동
11230,10500,서울특별시,동대문구,,답십리동,서울특별시 동대문구 답십리동
11230,10600,서울특별시,동대문구,,장안동,서울특별시 동대문구 장안동
11230,10700,서울특별시,동대문구,,청량리동,서울특별시 동대문구 청량리동
11230,10800,서울특별시,동대문구,,회기동,서울특별시 동대문구 회기동
11230,10900,서울특별시,동대문구,,휘경동,서울특별시 동대문구 휘경동
11230,11000,서울특별시,동대문구,,이문동,서울특별시 동대문구 이문동
11260,10100,서울특별시,중랑구,,면목동,서울특별시 중랑구 면목동
11260,10200,서울특별시,중랑구,,상봉동,서울특별시 중랑구 상봉동
11260,10300,서울특별시,중랑구,,중화동,서울특별시 중랑구 중화동
11260,10400,서울특별시,중랑구,,묵동,서울특별시 중랑구 묵동
11260,10500,서울특별시,중랑구,,망우동,서울특별시 중랑구 망우동
11260,10600,서울특별시,중랑구,,신내동,서울특별시 중랑구 신내동
11290,10100,서울특별시,성북구,,성북동,서울특별시 성북구 성북동
11290,10200,서울특별시,성북구,,성북동1가,서울특별시 성북구 성북동1가
11290,10300,서울특별시,성북구,,돈암동,서울특별시 성북구 돈암동
11290,10400,서울특별시,성북구,,동소문동1가,서울특별시 성북구 동소문동1가
11290,10500,서울특별시,성북구,,동소문동2가,서울특별시 성북구 동소문동2가
11290,10600,서울특별시,성북구,,동소문동3가,서울특별시 성북구 동소문동3가
11290,10700,서울특별시,성북구,,동소문동4가,서울특별시 성북구 동소문동4가
11290,10800,서울특별시,성북구,,동소문동5가,서울특별시 성북구 동소문동5가
11290,10900,서울특별시,성북구,,동소문동6가,서울특별시 성북구 동소문동6가
11290,11000,서울특별시,성북구,,동소문동7가,서울특별시 성북구 동소문동7가
11290,11100,서울특별시,성북구,,삼선동1가,서울특별시 성북구 삼선동1가
11290,11200,서울특별시,성북구,,삼선동2가,서울특별시 성북구 삼선동2가
11290,11300,서울특별시,성북구,,삼선동3가,서울특별시 성북구 삼선동3가
11290,11400,서울특별시,성북구,,삼선동4가,서울특별시 성북구 삼선동4가
11290,11500,서울특별시,성북구,,삼선동5가,서울특별시 성북구 삼선동5가
11290,11600,서울특별시,성북구,,동선동1가,서울특별시 성북구 동선동1가
11290,11700,서울특별시,성북구,,동선동2가,서울특별시 성북구 동선동2가
11290,11800,서울특별시,성북구,,동선동3가,서울특별시 성북구 동선동3가
11290,11900,서울특별시,성북구,,동선동4가,서울특별시 성북구 동선동4가
11290,12000,서울특별시,성북구,,동선동5가,서울특별시 성북구 동선동5가
11290,12100,서울특별시,성북구,,안암동1가,서울특별시 성북구 안암동1가
11290,12200,서울특별시,성북구,,안암동2가,서울특별시 성북구 안암동2가
11290,12300,서울특별시,성북구,,안암동3가,서울특별시 성북구 안암동3가
11290,12400,서울특별시,성북구,,안암동4가,서울특별시 성북구 안암동4가
11290,12500,서울특별시,성북구,,안암동5가,서울특별시 성북구 안암동5가
11290,12600,서울특별시,성북구,,보문동4가,서울특별시 성북구 보문동4가
11290,12700,서울특별시,성북구,,보문동5가,서울특별시 성북구 보문동5가
11290,12800,서울특별시,성북구,,보문동6가,서울특별시 성북구 보문동6가
11290,12900,서울특별시,성북구,,보문동7가,서울특별시 성북구 보문동7가
11290,13000,서울특별시,성북구,,보문동1가,서울특별시 성북구 보문동1가
11290,13100,서울특별시,성북구,,보문동2가,서울특별시 성북구 보문동2가
11290,13200,서울특별시,성북구,,보문동3가,서울특별시 성북구 보문동3가
11290,13300,서울특별시,성북구,,정릉동,서울특별시 성북구 정릉동
11290,13400,서울특별시,성북구,,길음동,서울특별시 성북구 길음동
11290,13500,서울특별시,성북구,,종암동,서울특별시 성북구 종암동
11290,13600,서울특별시,성북구,,하월곡동,서울특별시 성북구 하월곡동
11290,13700,서울특별시,성북구,,상월곡동,서울특별시 성북구 상월곡동
11290,13800,서울특별시,성북구,,장위동,서울특별시 성북구 장위동
11290,13900,서울특별시,성북구,,석관동,서울특별시 성북구 석관동
11305,10100,서울특별시,강북구,,미아동,서울특별시 강북구 미아동
11305,10200,서울특별시,강북구,,번동,서울특별시 강북구 번동
11305,10300,서울특별시,강북구,,수유동,서울특별시 강북구 수유동
11305,10400,서울특별시,강북구,,우이동,서울특별시 강북구 우이동
11320,10500,서울특별시,도봉구,,쌍문동,서울특별시 도봉구 쌍문동
11320,10600,서울특별시,도봉구,,방학동,서울특별시 도봉구 방학동
11320,10700,서울특별시,도봉구,,창동,서울특별시 도봉구 창동
11320,10800,서울특별시,도봉구,,도봉동,서울특별시 도봉구 도봉동
11350,10200,서울특별시,노원구,,월계동,서울특별시 노원구 월계동
11350,10300,서울특별시,노원구,,공릉동,서울특별시 노원구 공릉동
11350,10400,서울특별시,노원구,,하계동,서울특별시 노원구 하계동
11350,10500,서울특별시,노원구,,상계동,서울특별시 노원구 상계동
11350,10600,서울특별시,노원구,,중계동,서울특별시 노원구 중계동
11380,10100,서울특별시,은평구,,수색동,서울특별시 은평구 수색동
11380,10200,서울특별시,은평구,,녹번동,서울특별시 은평구 녹번동
11380,10300,서울특별시,은평구,,불광동,서울특별시 은평구 불광동
11380,10400,서울특별시,은평구,,갈현동,서울특별시 은평구 갈현동
11380,10500,서울특별시,은평구,,구산동,서울특별시 은평구 구산동
11380,10600,서울특별시,은평구,,대조동,서울특별시 은평구 대조동
11380,10700,서울특별시,은평구,,응암동,서울특별시 은평구 응암동
11380,10800,서울특별시,은평구,,역촌동,서울특별시 은평구 역촌동
11380,10900,서울특별시,은평구,,신사동,서울특별시 은평구 신사동
11380,11000,서울특별시,은평구,,증산동,서울특별시 은평구 증산동
11380,11400,서울특별시,은평구,,진관동,서울특별시 은평구 진관동
11410,10100,서울특별시,서대문구,,충정로2가,서울특별시 서대문구 충정로2가
11410,10200,서울특별시,서대문구,,충정로3가,서울특별시 서대문구 충정로3가
11410,10300,서울특별시,서대문구,,합동,서울특별시 서대문구 합동
11410,10400,서울특별시,서대문구,,미근동,서울특별시 서대문구 미근동
11410,10500,서울특별시,서대문구,,냉천동,서울특별시 서대문구 냉천동
11410,10600,서울특별시,서대문구,,천연동,서울특별시 서대문구 천연동
11410,10700,서울특별시,서대문구,,옥천동,서울특별시 서대문구 옥천동
11410,10800,서울특별시,서대문구,,영천동,서울특별시 서대문구 영천동
11410,10900,서울특별시,서대문구,,현저동,서울특별시 서대문구 현저동
11410,11000,서울특별시,서대문구,,북아현동,서울특별시 서대문구 북아현동
11410,11100,서울특별시,서대문구,,홍제동,서울특별시 서대문구 홍제동
11410,11200,서울특별시,서대문구,,대현동,서울특별시 서대문구 대현동
11410,11300,서울특별시,서대문구,,대신동,서울특별시 서대문구 대신동
11410,11400,서울특별시,서대문구,,신촌동,서울특별시 서대문구 신촌동
11410,11500,서울특별시,서대문구,,봉원동,서울특별시 서대문구 봉원동
11410,11600,서울특별시,서대문구,,창천동,서울특별시 서대문구 창천동
11410,11700,서울특별시,서대문구,,연희동,서울특별시 서대문구 연희동
11410,11800,서울특별시,서대문구,,홍은동,서울특별시 서대문구 홍은동
11410,11900,서울특별시,서대문구,,북가좌동,서울특별시 서대문구 북가좌동
11410,12000,서울특별시,서대문구,,남가좌동,서울특별시 서대문구 남가좌동
11440,10100,서울특별시,마포구,,아현동,서울특별시 마포구 아현동
11440,10200,서울특별시,마포구,,공덕동,서울특별시 마포구 공덕동
11440,10300,서울특별시,마포구,,신공덕동,서울특별시 마포구 신공덕동
11440,10400,서울특별시,마포구,,도화동,서울특별시 마포구 도화동
11440,10500,서울특별시,마포구,,용강동,서울특별시 마포구 용강동
11440,10600,서울특별시,마포구,,토정동,서울특별시 마포구 토정동
11440,10700,서울특별시,마포구,,마포동,서울특별시 마포구 마포동
11440,10800,서울특별시,마포구,,대흥동,서울특별시 마포구 대흥동
11440,10900,서울특별시,마포구,,염리동,서울특별시 마포구 염리동
11440,11000,서울특별시,마포구,,노고산동,서울특별시 마포구 노고산동
11440,11100,서울특별시,마포구,,신수동,서울특별시 마포구 신수동
11440,11200,서울특별시,마포구,,현석동,서울특별시 마포구 현석동
11440,11300,서울특별시,마포구,,구수동,서울특별시 마포구 구수동
11440,11400,서울특별시,마포구,,창전동,서울특별시 마포구 창전동
11440,11500,서울특별시,마포구,,상수동,서울특별시 마포구 상수동
11440,11600,서울특별시,마포구,,하중동,서울특별시 마포구 하중동
11440,11700,서울특별시,마포구,,신정동,서울특별시 마포구 신정동
11440,11800,서울특별시,마포구,,당인동,서울특별시 마포구 당인동
11440,12000,서울특별시,마포구,,서교동,서울특별시 마포구 서교동
11440,12100,서울특별시,마포구,,동교동,서울특별시 마포구 동교동
11440,12200,서울특별시,마포구,,합정동,서울특별시 마포구 합정동
11440,12300,서울특별시,마포구,,망원동,서울특별시 마포구 망원동
11440,12400,서울특별시,마포구,,연남동,서울특별시 마포구 연남동
11440,12500,서울특별시,마포구,,성산동,서울특별시 마포구 성산동
11440,12600,서울특별시,마포구,,중동,서울특별시 마포구 중동
11440,12700,서울특별시,마포구,,상암동,서울특별시 마포구 상암동
11470,10100,서울특별시,양천구,,신정동,서울특별시 양천구 신정동
11470,10200,서울특별시,양천구,,목동,서울특별시 양천구 목동
11470,10300,서울특별시,양천구,,신월동,서울특별시 양천구 신월동
11500,10100,서울특별시,강서구,,염창동,서울특별시 강서구 염창동
11500,10200,서울특별시,강서구,,등촌동,서울특별시 강서구 등촌동
11500,10300,서울특별시,강서구,,화곡동,서울특별시 강서구 화곡동
11500,10400,서울특별시,강서구,,가양동,서울특별시 강서구 가양동
11500,10500,서울특별시,강서구,,마곡동,서울특별시 강서구 마곡동
11500,10600,서울특별시,강서구,,내발산동,서울특별시 강서구 내발산동
11500,10700,서울특별시,강서구,,외발산동,서울특별시 강서구 외발산동
11500,10800,서울특별시,강서구,,공항동,서울특별시 강서구 공항동
11500,10900,서울특별시,강서구,,방화동,서울특별시 강서구 방화동
11500,11000,서울특별시,강서구,,개화동,서울특별시 강서구 개화동
11500,11100,서울특별시,강서구,,과해동,서울특별시 강서구 과해동
11500,11200,서울특별시,강서구,,오곡동,서울특별시 강서구 오곡동
11500,11300,서울특별시,강서구,,오쇠동,서울특별시 강서구 오쇠동
11530,10100,서울특별시,구로구,,신도림동,서울특별시 구로구 신도림동
11530,10200,서울특별시,구로구,,구로동,서울특별시 구로구 구로동
11530,10300,서울특별시,구로구,,가리봉동,서울특별시 구로구 가리봉동
11530,10600,서울특별시,구로구,,고척동,서울특별시 구로구 고척동
11530,10700,서울특별시,구로구,,개봉동,서울특별시 구로구 개봉동
11530,10800,서울특별시,구로구,,오류동,서울특별시 구로구 오류동
11530,10900,서울특별시,구로구,,궁동,서울특별시 구로구 궁동
11530,11000,서울특별시,구로구,,온수동,서울특별시 구로구 온수동
11530,11100,서울특별시,구로구,,천왕동,서울특별시 구로구 천왕동
11530,11200,서울특별시,구로구,,항동,서울특별시 구로구 항동
11545,10100,서울특별시,금천구,,가산동,서울특별시 금천구 가산동
11545,10200,서울특별시,금천구,,독산동,서울특별시 금천구 독산동
11545,10300,서울특별시,금천구,,시흥동,서울특별시 금천구 시흥동
11560,10100,서울특별시,영등포구,,영등포동,서울특별시 영등포구 영등포동
11560,10200,서울특별시,영등포구,,영등포동1가,서울특별시 영등포구 영등포동1가
11560,10300,서울특별시,영등포구,,영등포동2가,서울특별시 영등포구 영등포동2가
11560,10400,서울특별시,영등포구,,영등포동3가,서울특별시 영등포구 영등포동3가
11560,10500,서울특별시,영등포구,,영등포동4가,서울특별시 영등포구 영등포동4가
11560,10600,서울특별시,영등포구,,영등포동5가,서울특별시 영등포구 영등포동5가
11560,10700,서울특별시,영등포구,,영등포동6가,서울특별시 영등포구 영등포동6가
